NumDevices,MobilitySpeed,TrafficInterval,Sigma,RunNumber,TotalPackets,SuccessfulPackets,PDR_Percent,AvgEnergy_mJ,alg,scenario
1000,0.0,145,0.00,68,110000,82711,75.19,0.217659,ADR-AVG,density
1000,0.0,145,0.00,68,110000,95778,87.07,0.169702,ADR-Lite,density
1000,0.0,145,0.00,68,110000,84413,76.74,0.154045,ADR-MAX,density
1000,0.0,145,0.00,68,110000,70840,64.40,0.325436,No-ADR,density
1000,0.0,145,3.96,68,110000,83991,76.36,0.203138,ADR-AVG,density
1000,0.0,145,3.96,68,110000,94337,85.76,0.166037,ADR-Lite,density
1000,0.0,145,3.96,68,110000,85018,77.29,0.150889,ADR-MAX,density
1000,0.0,145,3.96,68,110000,74227,67.48,0.325436,No-ADR,density
1000,0.0,145,7.92,68,110000,81526,74.11,0.197332,ADR-AVG,density
1000,0.0,145,7.92,68,110000,89799,81.64,0.169592,ADR-Lite,density
1000,0.0,145,7.92,68,110000,82138,74.67,0.150581,ADR-MAX,density
1000,0.0,145,7.92,68,110000,78377,71.25,0.325436,No-ADR,density
1000,0.0,3600,0.00,68,110000,109078,99.16,0.155609,ADR-AVG,density
1000,0.0,3600,0.00,68,110000,109506,99.55,0.133757,ADR-Lite,density
1000,0.0,3600,0.00,68,110000,109082,99.17,0.130480,ADR-MAX,density
1000,0.0,3600,0.00,68,110000,107140,97.40,0.325436,No-ADR,density
1000,0.0,3600,3.96,68,110000,106129,96.48,0.157398,ADR-AVG,density
1000,0.0,3600,3.96,68,110000,106794,97.09,0.136684,ADR-Lite,density
1000,0.0,3600,3.96,68,110000,106128,96.48,0.131605,ADR-MAX,density
1000,0.0,3600,3.96,68,110000,107469,97.70,0.325436,No-ADR,density
1000,0.0,3600,7.92,68,110000,97994,89.09,0.163197,ADR-AVG,density
1000,0.0,3600,7.92,68,110000,99311,90.28,0.145730,ADR-Lite,density
1000,0.0,3600,7.92,68,110000,97988,89.08,0.135197,ADR-MAX,density
1000,0.0,3600,7.92,68,110000,105066,95.51,0.325436,No-ADR,density
1000,0.0,72,0.00,68,110000,62089,56.44,0.290568,ADR-AVG,density
1000,0.0,72,0.00,68,110000,82784,75.26,0.331172,ADR-Lite,density
1000,0.0,72,0.00,68,110000,63661,57.87,0.224597,ADR-MAX,density
1000,0.0,72,0.00,68,110000,44770,40.70,0.325436,No-ADR,density
1000,0.0,72,3.96,68,110000,64739,58.85,0.286109,ADR-AVG,density
1000,0.0,72,3.96,68,110000,82527,75.02,0.234103,ADR-Lite,density
1000,0.0,72,3.96,68,110000,66031,60.03,0.198349,ADR-MAX,density
1000,0.0,72,3.96,68,110000,49493,44.99,0.325436,No-ADR,density
1000,0.0,72,7.92,68,110000,66556,60.51,0.250878,ADR-AVG,density
1000,0.0,72,7.92,68,110000,81053,73.68,0.205977,ADR-Lite,density
1000,0.0,72,7.92,68,110000,67580,61.44,0.177301,ADR-MAX,density
1000,0.0,72,7.92,68,110000,57081,51.89,0.325436,No-ADR,density
100,0.0,145,0.00,68,11000,10869,98.81,0.156817,ADR-AVG,density
100,0.0,145,0.00,68,11000,10922,99.29,0.134830,ADR-Lite,density
100,0.0,145,0.00,68,11000,10871,98.83,0.131111,ADR-MAX,density
100,0.0,145,0.00,68,11000,10010,91.00,0.325436,No-ADR,density
100,0.0,145,3.96,68,11000,10648,96.80,0.157752,ADR-AVG,density
100,0.0,145,3.96,68,11000,10712,97.38,0.136925,ADR-Lite,density
100,0.0,145,3.96,68,11000,10647,96.79,0.131847,ADR-MAX,density
100,0.0,145,3.96,68,11000,10186,92.60,0.325436,No-ADR,density
100,0.0,145,7.92,68,11000,9764,88.76,0.164410,ADR-AVG,density
100,0.0,145,7.92,68,11000,9881,89.83,0.147124,ADR-Lite,density
100,0.0,145,7.92,68,11000,9765,88.77,0.135984,ADR-MAX,density
100,0.0,145,7.92,68,11000,10120,92.00,0.325436,No-ADR,density
100,0.0,3600,0.00,68,11000,10999,99.99,0.154694,ADR-AVG,density
100,0.0,3600,0.00,68,11000,10999,99.99,0.132907,ADR-Lite,density
100,0.0,3600,0.00,68,11000,10999,99.99,0.129932,ADR-MAX,density
100,0.0,3600,0.00,68,11000,11000,100.00,0.325436,No-ADR,density
100,0.0,3600,3.96,68,11000,10758,97.80,0.156151,ADR-AVG,density
100,0.0,3600,3.96,68,11000,10777,97.97,0.135275,ADR-Lite,density
100,0.0,3600,3.96,68,11000,10758,97.80,0.130834,ADR-MAX,density
100,0.0,3600,3.96,68,11000,10994,99.95,0.325436,No-ADR,density
100,0.0,3600,7.92,68,11000,9841,89.46,0.162789,ADR-AVG,density
100,0.0,3600,7.92,68,11000,9927,90.25,0.145741,ADR-Lite,density
100,0.0,3600,7.92,68,11000,9837,89.43,0.135103,ADR-MAX,density
100,0.0,3600,7.92,68,11000,10690,97.18,0.325436,No-ADR,density
100,0.0,72,0.00,68,11000,10638,96.71,0.160146,ADR-AVG,density
100,0.0,72,0.00,68,11000,10801,98.19,0.137093,ADR-Lite,density
100,0.0,72,0.00,68,11000,10647,96.79,0.132586,ADR-MAX,density
100,0.0,72,0.00,68,11000,9240,84.00,0.325436,No-ADR,density
100,0.0,72,3.96,68,11000,10362,94.20,0.161265,ADR-AVG,density
100,0.0,72,3.96,68,11000,10544,95.85,0.140103,ADR-Lite,density
100,0.0,72,3.96,68,11000,10366,94.24,0.133812,ADR-MAX,density
100,0.0,72,3.96,68,11000,9514,86.49,0.325436,No-ADR,density
100,0.0,72,7.92,68,11000,9533,86.66,0.167340,ADR-AVG,density
100,0.0,72,7.92,68,11000,9741,88.55,0.149880,ADR-Lite,density
100,0.0,72,7.92,68,11000,9539,86.72,0.137649,ADR-MAX,density
100,0.0,72,7.92,68,11000,9600,87.27,0.325436,No-ADR,density
100,33.3,145,0.00,68,11000,6577,59.79,0.922219,ADR-AVG,density
100,33.3,145,0.00,68,11000,8260,75.09,0.416219,ADR-Lite,density
100,33.3,145,0.00,68,11000,6566,59.69,0.944334,ADR-MAX,density
100,33.3,145,0.00,68,11000,7905,71.86,0.325436,No-ADR,density
100,33.3,145,3.96,68,11000,6637,60.34,0.896583,ADR-AVG,density
100,33.3,145,3.96,68,11000,8191,74.46,0.428248,ADR-Lite,density
100,33.3,145,3.96,68,11000,6627,60.25,0.921273,ADR-MAX,density
100,33.3,145,3.96,68,11000,7914,71.95,0.325436,No-ADR,density
100,33.3,145,7.92,68,11000,6554,59.58,0.927072,ADR-AVG,density
100,33.3,145,7.92,68,11000,7959,72.35,0.478058,ADR-Lite,density
100,33.3,145,7.92,68,11000,6554,59.58,0.953221,ADR-MAX,density
100,33.3,145,7.92,68,11000,7756,70.51,0.325436,No-ADR,density
100,33.3,72,0.00,68,11000,6692,60.84,0.945635,ADR-AVG,density
100,33.3,72,0.00,68,11000,8345,75.86,0.409138,ADR-Lite,density
100,33.3,72,0.00,68,11000,6686,60.78,0.917095,ADR-MAX,density
100,33.3,72,0.00,68,11000,7945,72.23,0.325436,No-ADR,density
100,33.3,72,3.96,68,11000,6700,60.91,0.909484,ADR-AVG,density
100,33.3,72,3.96,68,11000,8242,74.93,0.425430,ADR-Lite,density
100,33.3,72,3.96,68,11000,6680,60.73,0.923553,ADR-MAX,density
100,33.3,72,3.96,68,11000,7949,72.26,0.325436,No-ADR,density
100,33.3,72,7.92,68,11000,6574,59.76,0.944649,ADR-AVG,density
100,33.3,72,7.92,68,11000,8001,72.74,0.483329,ADR-Lite,density
100,33.3,72,7.92,68,11000,6571,59.74,0.958875,ADR-MAX,density
100,33.3,72,7.92,68,11000,7798,70.89,0.325436,No-ADR,density
100,60.0,145,0.00,68,11000,6325,57.50,0.948195,ADR-AVG,density
100,60.0,145,0.00,68,11000,8148,74.07,0.488669,ADR-Lite,density
100,60.0,145,0.00,68,11000,6328,57.53,0.972011,ADR-MAX,density
100,60.0,145,0.00,68,11000,7734,70.31,0.325436,No-ADR,density
100,60.0,145,3.96,68,11000,6353,57.75,0.977788,ADR-AVG,density
100,60.0,145,3.96,68,11000,8089,73.54,0.506269,ADR-Lite,density
100,60.0,145,3.96,68,11000,6350,57.73,0.975596,ADR-MAX,density
100,60.0,145,3.96,68,11000,7708,70.07,0.325436,No-ADR,density
100,60.0,145,7.92,68,11000,6310,57.36,0.995292,ADR-AVG,density
100,60.0,145,7.92,68,11000,7917,71.97,0.562150,ADR-Lite,density
