NumDevices,MobilitySpeed,TrafficInterval,Sigma,RunNumber,TotalPackets,SuccessfulPackets,PDR_Percent,AvgEnergy_mJ,alg,scenario
1000,0.0,145,0.00,11,110000,82711,75.19,0.217659,ADR-AVG,density
1000,0.0,145,0.00,11,110000,95778,87.07,0.169702,ADR-Lite,density
1000,0.0,145,0.00,11,110000,84413,76.74,0.154045,ADR-MAX,density
1000,0.0,145,0.00,11,110000,70840,64.40,0.325436,No-ADR,density
1000,0.0,145,3.96,11,110000,83991,76.36,0.203138,ADR-AVG,density
1000,0.0,145,3.96,11,110000,94337,85.76,0.166037,ADR-Lite,density
1000,0.0,145,3.96,11,110000,85018,77.29,0.150889,ADR-MAX,density
1000,0.0,145,3.96,11,110000,74227,67.48,0.325436,No-ADR,density
1000,0.0,145,7.92,11,110000,81526,74.11,0.197332,ADR-AVG,density
1000,0.0,145,7.92,11,110000,89799,81.64,0.169592,ADR-Lite,density
1000,0.0,145,7.92,11,110000,82138,74.67,0.150581,ADR-MAX,density
1000,0.0,145,7.92,11,110000,78377,71.25,0.325436,No-ADR,density
1000,0.0,3600,0.00,11,110000,109078,99.16,0.155609,ADR-AVG,density
1000,0.0,3600,0.00,11,110000,109506,99.55,0.133757,ADR-Lite,density
1000,0.0,3600,0.00,11,110000,109082,99.17,0.130480,ADR-MAX,density
1000,0.0,3600,0.00,11,110000,107140,97.40,0.325436,No-ADR,density
1000,0.0,3600,3.96,11,110000,106129,96.48,0.157398,ADR-AVG,density
1000,0.0,3600,3.96,11,110000,106794,97.09,0.136684,ADR-Lite,density
1000,0.0,3600,3.96,11,110000,106128,96.48,0.131605,ADR-MAX,density
1000,0.0,3600,3.96,11,110000,107469,97.70,0.325436,No-ADR,density
1000,0.0,3600,7.92,11,110000,97994,89.09,0.163197,ADR-AVG,density
1000,0.0,3600,7.92,11,110000,99311,90.28,0.145730,ADR-Lite,density
1000,0.0,3600,7.92,11,110000,97988,89.08,0.135197,ADR-MAX,density
1000,0.0,3600,7.92,11,110000,105066,95.51,0.325436,No-ADR,density
1000,0.0,72,0.00,11,110000,62089,56.44,0.290568,ADR-AVG,density
1000,0.0,72,0.00,11,110000,82784,75.26,0.331172,ADR-Lite,density
1000,0.0,72,0.00,11,110000,63661,57.87,0.224597,ADR-MAX,density
1000,0.0,72,0.00,11,110000,44770,40.70,0.325436,No-ADR,density
1000,0.0,72,3.96,11,110000,64739,58.85,0.286109,ADR-AVG,density
1000,0.0,72,3.96,11,110000,82527,75.02,0.234103,ADR-Lite,density
1000,0.0,72,3.96,11,110000,66031,60.03,0.198349,ADR-MAX,density
1000,0.0,72,3.96,11,110000,49493,44.99,0.325436,No-ADR,density
1000,0.0,72,7.92,11,110000,66556,60.51,0.250878,ADR-AVG,density
1000,0.0,72,7.92,11,110000,81053,73.68,0.205977,ADR-Lite,density
1000,0.0,72,7.92,11,110000,67580,61.44,0.177301,ADR-MAX,density
1000,0.0,72,7.92,11,110000,57081,51.89,0.325436,No-ADR,density
1000,33.3,145,0.00,11,110000,60538,55.03,0.833177,ADR-AVG,density
1000,33.3,145,0.00,11,110000,80796,73.45,0.528357,ADR-Lite,density
1000,33.3,145,0.00,11,110000,60414,54.92,0.931634,ADR-MAX,density
1000,33.3,145,0.00,11,110000,62647,56.95,0.325436,No-ADR,density
1000,33.3,145,3.96,11,110000,60590,55.08,0.827788,ADR-AVG,density
1000,33.3,145,3.96,11,110000,79950,72.68,0.558614,ADR-Lite,density
1000,33.3,145,3.96,11,110000,60570,55.06,0.925681,ADR-MAX,density
1000,33.3,145,3.96,11,110000,63202,57.46,0.325436,No-ADR,density
1000,33.3,145,7.92,11,110000,59703,54.28,0.850718,ADR-AVG,density
1000,33.3,145,7.92,11,110000,77827,70.75,0.626075,ADR-Lite,density
1000,33.3,145,7.92,11,110000,59908,54.46,0.948331,ADR-MAX,density
1000,33.3,145,7.92,11,110000,63520,57.75,0.325436,No-ADR,density
1000,33.3,72,0.00,11,110000,51993,47.27,0.834696,ADR-AVG,density
1000,33.3,72,0.00,11,110000,76591,69.63,0.814839,ADR-Lite,density
1000,33.3,72,0.00,11,110000,51963,47.24,1.002080,ADR-MAX,density
1000,33.3,72,0.00,11,110000,46983,42.71,0.325436,No-ADR,density
1000,33.3,72,3.96,11,110000,52834,48.03,0.849994,ADR-AVG,density
1000,33.3,72,3.96,11,110000,76294,69.36,0.816022,ADR-Lite,density
1000,33.3,72,3.96,11,110000,52752,47.96,1.001382,ADR-MAX,density
1000,33.3,72,3.96,11,110000,48303,43.91,0.325436,No-ADR,density
1000,33.3,72,7.92,11,110000,53250,48.41,0.822933,ADR-AVG,density
1000,33.3,72,7.92,11,110000,74797,68.00,0.906708,ADR-Lite,density
1000,33.3,72,7.92,11,110000,53429,48.57,0.993353,ADR-MAX,density
1000,33.3,72,7.92,11,110000,50209,45.64,0.325436,No-ADR,density
1000,60.0,145,0.00,11,110000,59816,54.38,0.827982,ADR-AVG,density
1000,60.0,145,0.00,11,110000,80590,73.26,0.569724,ADR-Lite,density
1000,60.0,145,0.00,11,110000,59722,54.29,0.943536,ADR-MAX,density
1000,60.0,145,0.00,11,110000,61864,56.24,0.325436,No-ADR,density
1000,60.0,145,3.96,11,110000,59500,54.09,0.847935,ADR-AVG,density
1000,60.0,145,3.96,11,110000,79587,72.35,0.602758,ADR-Lite,density
1000,60.0,145,3.96,11,110000,59599,54.18,0.943218,ADR-MAX,density
1000,60.0,145,3.96,11,110000,62584,56.89,0.325436,No-ADR,density
1000,60.0,145,7.92,11,110000,58834,53.49,0.879650,ADR-AVG,density
1000,60.0,145,7.92,11,110000,77543,70.49,0.698102,ADR-Lite,density
1000,60.0,145,7.92,11,110000,59117,53.74,0.963122,ADR-MAX,density
1000,60.0,145,7.92,11,110000,62877,57.16,0.325436,No-ADR,density
1000,60.0,72,0.00,11,110000,51740,47.04,0.850356,ADR-AVG,density
1000,60.0,72,0.00,11,110000,76489,69.54,0.846243,ADR-Lite,density
1000,60.0,72,0.00,11,110000,51557,46.87,1.013838,ADR-MAX,density
1000,60.0,72,0.00,11,110000,47145,42.86,0.325436,No-ADR,density
1000,60.0,72,3.96,11,110000,52224,47.48,0.831456,ADR-AVG,density
1000,60.0,72,3.96,11,110000,76002,69.09,0.892890,ADR-Lite,density
1000,60.0,72,3.96,11,110000,52138,47.40,1.012721,ADR-MAX,density
1000,60.0,72,3.96,11,110000,47942,43.58,0.325436,No-ADR,density
1000,60.0,72,7.92,11,110000,52541,47.76,0.844800,ADR-AVG,density
1000,60.0,72,7.92,11,110000,74493,67.72,1.023126,ADR-Lite,density
1000,60.0,72,7.92,11,110000,52653,47.87,1.026505,ADR-MAX,density
1000,60.0,72,7.92,11,110000,49984,45.44,0.325436,No-ADR,density
100,0.0,145,0.00,11,11000,10869,98.81,0.156817,ADR-AVG,density
100,0.0,145,0.00,11,11000,10922,99.29,0.134830,ADR-Lite,density
100,0.0,145,0.00,11,11000,10871,98.83,0.131111,ADR-MAX,density
100,0.0,145,0.00,11,11000,10010,91.00,0.325436,No-ADR,density
100,0.0,145,3.96,11,11000,10648,96.80,0.157752,ADR-AVG,density
100,0.0,145,3.96,11,11000,10712,97.38,0.136925,ADR-Lite,density
100,0.0,145,3.96,11,11000,10647,96.79,0.131847,ADR-MAX,density
100,0.0,145,3.96,11,11000,10186,92.60,0.325436,No-ADR,density
100,0.0,145,7.92,11,11000,9764,88.76,0.164410,ADR-AVG,density
100,0.0,145,7.92,11,11000,9881,89.83,0.147124,ADR-Lite,density
100,0.0,145,7.92,11,11000,9765,88.77,0.135984,ADR-MAX,density
100,0.0,145,7.92,11,11000,10120,92.00,0.325436,No-ADR,density
100,0.0,3600,0.00,11,11000,10999,99.99,0.154694,ADR-AVG,density
100,0.0,3600,0.00,11,11000,10999,99.99,0.132907,ADR-Lite,density
100,0.0,3600,0.00,11,11000,10999,99.99,0.129932,ADR-MAX,density
100,0.0,3600,0.00,11,11000,11000,100.00,0.325436,No-ADR,density
100,0.0,3600,3.96,11,11000,10758,97.80,0.156151,ADR-AVG,density
100,0.0,3600,3.96,11,11000,10777,97.97,0.135275,ADR-Lite,density
100,0.0,3600,3.96,11,11000,10758,97.80,0.130834,ADR-MAX,density
100,0.0,3600,3.96,11,11000,10994,99.95,0.325436,No-ADR,density
100,0.0,3600,7.92,11,11000,9841,89.46,0.162789,ADR-AVG,density
100,0.0,3600,7.92,11,11000,9927,90.25,0.145741,ADR-Lite,density
100,0.0,3600,7.92,11,11000,9837,89.43,0.135103,ADR-MAX,density
100,0.0,3600,7.92,11,11000,10690,97.18,0.325436,No-ADR,density
100,0.0,72,0.00,11,11000,10638,96.71,0.160146,ADR-AVG,density
100,0.0,72,0.00,11,11000,10801,98.19,0.137093,ADR-Lite,density
100,0.0,72,0.00,11,11000,10647,96.79,0.132586,ADR-MAX,density
100,0.0,72,0.00,11,11000,9240,84.00,0.325436,No-ADR,density
100,0.0,72,3.96,11,11000,10362,94.20,0.161265,ADR-AVG,density
100,0.0,72,3.96,11,11000,10544,95.85,0.140103,ADR-Lite,density
100,0.0,72,3.96,11,11000,10366,94.24,0.133812,ADR-MAX,density
100,0.0,72,3.96,11,11000,9514,86.49,0.325436,No-ADR,density
100,0.0,72,7.92,11,11000,9533,86.66,0.167340,ADR-AVG,density
100,0.0,72,7.92,11,11000,9741,88.55,0.149880,ADR-Lite,density
100,0.0,72,7.92,11,11000,9539,86.72,0.137649,ADR-MAX,density
100,0.0,72,7.92,11,11000,9600,87.27,0.325436,No-ADR,density
100,33.3,145,0.00,11,11000,6577,59.79,0.922219,ADR-AVG,density
100,33.3,145,0.00,11,11000,8260,75.09,0.416219,ADR-Lite,density
100,33.3,145,0.00,11,11000,6566,59.69,0.944334,ADR-MAX,density
100,33.3,145,0.00,11,11000,7905,71.86,0.325436,No-ADR,density
100,33.3,145,3.96,11,11000,6637,60.34,0.896583,ADR-AVG,density
100,33.3,145,3.96,11,11000,8191,74.46,0.428248,ADR-Lite,density
100,33.3,145,3.96,11,11000,6627,60.25,0.921273,ADR-MAX,density
100,33.3,145,3.96,11,11000,7914,71.95,0.325436,No-ADR,density
100,33.3,145,7.92,11,11000,6554,59.58,0.927072,ADR-AVG,density
100,33.3,145,7.92,11,11000,7959,72.35,0.478058,ADR-Lite,density
100,33.3,145,7.92,11,11000,6554,59.58,0.953221,ADR-MAX,density
100,33.3,145,7.92,11,11000,7756,70.51,0.325436,No-ADR,density
100,33.3,3600,0.00,11,11000,5368,48.80,1.117269,ADR-AVG,density
100,33.3,3600,0.00,11,11000,7815,71.05,1.294791,ADR-Lite,density
100,33.3,3600,0.00,11,11000,5325,48.41,1.185089,ADR-MAX,density
100,33.3,3600,0.00,11,11000,6879,62.54,0.325436,No-ADR,density
100,33.3,3600,3.96,11,11000,5406,49.15,1.114591,ADR-AVG,density
100,33.3,3600,3.96,11,11000,7726,70.24,1.331982,ADR-Lite,density
100,33.3,3600,3.96,11,11000,5358,48.71,1.202019,ADR-MAX,density
100,33.3,3600,3.96,11,11000,6821,62.01,0.325436,No-ADR,density
100,33.3,3600,7.92,11,11000,5434,49.40,1.241518,ADR-AVG,density
100,33.3,3600,7.92,11,11000,7545,68.59,1.497464,ADR-Lite,density
100,33.3,3600,7.92,11,11000,5419,49.26,1.212354,ADR-MAX,density
100,33.3,3600,7.92,11,11000,6719,61.08,0.325436,No-ADR,density
100,33.3,72,0.00,11,11000,6692,60.84,0.945635,ADR-AVG,density
100,33.3,72,0.00,11,11000,8345,75.86,0.409138,ADR-Lite,density
100,33.3,72,0.00,11,11000,6686,60.78,0.917095,ADR-MAX,density
100,33.3,72,0.00,11,11000,7945,72.23,0.325436,No-ADR,density
100,33.3,72,3.96,11,11000,6700,60.91,0.909484,ADR-AVG,density
100,33.3,72,3.96,11,11000,8242,74.93,0.425430,ADR-Lite,density
100,33.3,72,3.96,11,11000,6680,60.73,0.923553,ADR-MAX,density
100,33.3,72,3.96,11,11000,7949,72.26,0.325436,No-ADR,density
100,33.3,72,7.92,11,11000,6574,59.76,0.944649,ADR-AVG,density
100,33.3,72,7.92,11,11000,8001,72.74,0.483329,ADR-Lite,density
100,33.3,72,7.92,11,11000,6571,59.74,0.958875,ADR-MAX,density
100,33.3,72,7.92,11,11000,7798,70.89,0.325436,No-ADR,density
100,60.0,145,0.00,11,11000,6325,57.50,0.948195,ADR-AVG,density
100,60.0,145,0.00,11,11000,8148,74.07,0.488669,ADR-Lite,density
100,60.0,145,0.00,11,11000,6328,57.53,0.972011,ADR-MAX,density
100,60.0,145,0.00,11,11000,7734,70.31,0.325436,No-ADR,density
100,60.0,145,3.96,11,11000,6353,57.75,0.977788,ADR-AVG,density
100,60.0,145,3.96,11,11000,8089,73.54,0.506269,ADR-Lite,density
100,60.0,145,3.96,11,11000,6350,57.73,0.975596,ADR-MAX,density
100,60.0,145,3.96,11,11000,7708,70.07,0.325436,No-ADR,density
100,60.0,145,7.92,11,11000,6310,57.36,0.995292,ADR-AVG,density
100,60.0,145,7.92,11,11000,7917,71.97,0.562150,ADR-Lite,density
100,60.0,145,7.92,11,11000,6313,57.39,0.988981,ADR-MAX,density
100,60.0,145,7.92,11,11000,7575,68.86,0.325436,No-ADR,density
100,60.0,3600,0.00,11,11000,4741,43.10,1.254664,ADR-AVG,density
100,60.0,3600,0.00,11,11000,7493,68.12,1.787789,ADR-Lite,density
100,60.0,3600,0.00,11,11000,4692,42.65,1.319813,ADR-MAX,density
100,60.0,3600,0.00,11,11000,6369,57.90,0.325436,No-ADR,density
100,60.0,3600,3.96,11,11000,4840,44.00,1.267037,ADR-AVG,density
100,60.0,3600,3.96,11,11000,7409,67.35,1.799590,ADR-Lite,density
100,60.0,3600,3.96,11,11000,4794,43.58,1.307195,ADR-MAX,density
100,60.0,3600,3.96,11,11000,6263,56.94,0.325436,No-ADR,density
100,60.0,3600,7.92,11,11000,4957,45.06,1.313390,ADR-AVG,density
100,60.0,3600,7.92,11,11000,7301,66.37,1.925190,ADR-Lite,density
100,60.0,3600,7.92,11,11000,4941,44.92,1.293126,ADR-MAX,density
100,60.0,3600,7.92,11,11000,6221,56.55,0.325436,No-ADR,density
100,60.0,72,0.00,11,11000,6396,58.15,0.960083,ADR-AVG,density
100,60.0,72,0.00,11,11000,8158,74.16,0.434010,ADR-Lite,density
100,60.0,72,0.00,11,11000,6390,58.09,0.999395,ADR-MAX,density
100,60.0,72,0.00,11,11000,7817,71.06,0.325436,No-ADR,density
100,60.0,72,3.96,11,11000,6446,58.60,0.977243,ADR-AVG,density
100,60.0,72,3.96,11,11000,8113,73.75,0.451267,ADR-Lite,density
100,60.0,72,3.96,11,11000,6439,58.54,0.976521,ADR-MAX,density
100,60.0,72,3.96,11,11000,7866,71.51,0.325436,No-ADR,density
100,60.0,72,7.92,11,11000,6347,57.70,0.938873,ADR-AVG,density
100,60.0,72,7.92,11,11000,7877,71.61,0.504241,ADR-Lite,density
100,60.0,72,7.92,11,11000,6366,57.87,0.997898,ADR-MAX,density
100,60.0,72,7.92,11,11000,7692,69.93,0.325436,No-ADR,density
200,0.0,145,0.00,11,22000,20527,93.30,0.162980,ADR-AVG,density
200,0.0,145,0.00,11,22000,21227,96.49,0.139932,ADR-Lite,density
200,0.0,145,0.00,11,22000,20550,93.41,0.134656,ADR-MAX,density
200,0.0,145,0.00,11,22000,19580,89.00,0.325436,No-ADR,density
