NumDevices,MobilitySpeed,TrafficInterval,Sigma,RunNumber,TotalPackets,SuccessfulPackets,PDR_Percent,AvgEnergy_mJ,alg,scenario
100,33.3,72,7.92,59,11000,6574,59.76,0.944649,ADR-AVG,density
1000,0.0,145,0.00,59,110000,82711,75.19,0.217659,ADR-AVG,density
300,0.0,72,7.92,59,33000,27779,84.18,0.162095,ADR-Lite,density
100,33.3,72,7.92,59,11000,8001,72.74,0.483329,ADR-Lite,density
1000,0.0,145,0.00,59,110000,95778,87.07,0.169702,ADR-Lite,density
300,0.0,72,7.92,59,33000,26026,78.87,0.145674,ADR-MAX,density
100,33.3,72,7.92,59,11000,6571,59.74,0.958875,ADR-MAX,density
1000,0.0,145,0.00,59,110000,84413,76.74,0.154045,ADR-MAX,density
300,0.0,72,7.92,59,33000,26440,80.12,0.325436,No-ADR,density
100,33.3,72,7.92,59,11000,7798,70.89,0.325436,No-ADR,density
1000,0.0,145,0.00,59,110000,70840,64.40,0.325436,No-ADR,density
300,33.3,145,0.00,59,33000,20202,61.22,0.894355,ADR-AVG,density
100,60.0,145,0.00,59,11000,6325,57.50,0.948195,ADR-AVG,density
1000,0.0,145,3.96,59,110000,83991,76.36,0.203138,ADR-AVG,density
300,33.3,145,0.00,59,33000,25116,76.11,0.417054,ADR-Lite,density
1000,0.0,145,3.96,59,110000,94337,85.76,0.166037,ADR-Lite,density
300,33.3,145,0.00,59,33000,20216,61.26,0.864366,ADR-MAX,density
100,60.0,145,0.00,59,11000,8148,74.07,0.488669,ADR-Lite,density
1000,0.0,145,3.96,59,110000,85018,77.29,0.150889,ADR-MAX,density
100,60.0,145,0.00,59,11000,6328,57.53,0.972011,ADR-MAX,density
300,33.3,145,0.00,59,33000,22812,69.13,0.325436,No-ADR,density
1000,0.0,145,3.96,59,110000,74227,67.48,0.325436,No-ADR,density
300,33.3,145,3.96,59,33000,20109,60.94,0.933943,ADR-AVG,density
100,60.0,145,0.00,59,11000,7734,70.31,0.325436,No-ADR,density
1000,0.0,145,7.92,59,110000,81526,74.11,0.197332,ADR-AVG,density
100,60.0,145,3.96,59,11000,6353,57.75,0.977788,ADR-AVG,density
300,33.3,145,3.96,59,33000,24807,75.17,0.440926,ADR-Lite,density
1000,0.0,145,7.92,59,110000,89799,81.64,0.169592,ADR-Lite,density
100,60.0,145,3.96,59,11000,8089,73.54,0.506269,ADR-Lite,density
300,33.3,145,3.96,59,33000,20088,60.87,0.876493,ADR-MAX,density
1000,0.0,145,7.92,59,110000,82138,74.67,0.150581,ADR-MAX,density
300,33.3,145,3.96,59,33000,22822,69.16,0.325436,No-ADR,density
100,60.0,145,3.96,59,11000,6350,57.73,0.975596,ADR-MAX,density
1000,0.0,145,7.92,59,110000,78377,71.25,0.325436,No-ADR,density
100,60.0,145,3.96,59,11000,7708,70.07,0.325436,No-ADR,density
300,33.3,145,7.92,59,33000,19780,59.94,0.951993,ADR-AVG,density
1000,0.0,3600,0.00,59,110000,109078,99.16,0.155609,ADR-AVG,density
300,33.3,145,7.92,59,33000,24073,72.95,0.499111,ADR-Lite,density
100,60.0,145,7.92,59,11000,6310,57.36,0.995292,ADR-AVG,density
1000,0.0,3600,0.00,59,110000,109506,99.55,0.133757,ADR-Lite,density
300,33.3,145,7.92,59,33000,19780,59.94,0.893893,ADR-MAX,density
100,60.0,145,7.92,59,11000,7917,71.97,0.562150,ADR-Lite,density
1000,0.0,3600,0.00,59,110000,109082,99.17,0.130480,ADR-MAX,density
100,60.0,145,7.92,59,11000,6313,57.39,0.988981,ADR-MAX,density
300,33.3,145,7.92,59,33000,22474,68.10,0.325436,No-ADR,density
1000,0.0,3600,0.00,59,110000,107140,97.40,0.325436,No-ADR,density
300,33.3,72,0.00,59,33000,19781,59.94,0.832700,ADR-AVG,density
100,60.0,145,7.92,59,11000,7575,68.86,0.325436,No-ADR,density
1000,0.0,3600,3.96,59,110000,106129,96.48,0.157398,ADR-AVG,density
100,60.0,72,0.00,59,11000,6396,58.15,0.960083,ADR-AVG,density
300,33.3,72,0.00,59,33000,24956,75.62,0.421196,ADR-Lite,density
1000,0.0,3600,3.96,59,110000,106794,97.09,0.136684,ADR-Lite,density
300,33.3,72,0.00,59,33000,19807,60.02,0.835124,ADR-MAX,density
1000,0.0,3600,3.96,59,110000,106128,96.48,0.131605,ADR-MAX,density
100,60.0,72,0.00,59,11000,8158,74.16,0.434010,ADR-Lite,density
100,60.0,72,0.00,59,11000,6390,58.09,0.999395,ADR-MAX,density
300,33.3,72,0.00,59,33000,20885,63.29,0.325436,No-ADR,density
1000,0.0,3600,3.96,59,110000,107469,97.70,0.325436,No-ADR,density
300,33.3,72,3.96,59,33000,19829,60.09,0.813590,ADR-AVG,density
100,60.0,72,0.00,59,11000,7817,71.06,0.325436,No-ADR,density
1000,0.0,3600,7.92,59,110000,97994,89.09,0.163197,ADR-AVG,density
300,33.3,72,3.96,59,33000,24691,74.82,0.437028,ADR-Lite,density
100,60.0,72,3.96,59,11000,6446,58.60,0.977243,ADR-AVG,density
1000,0.0,3600,7.92,59,110000,99311,90.28,0.145730,ADR-Lite,density
100,60.0,72,3.96,59,11000,8113,73.75,0.451267,ADR-Lite,density
1000,0.0,3600,7.92,59,110000,97988,89.08,0.135197,ADR-MAX,density
300,33.3,72,3.96,59,33000,19851,60.15,0.845994,ADR-MAX,density
100,60.0,72,3.96,59,11000,6439,58.54,0.976521,ADR-MAX,density
1000,0.0,3600,7.92,59,110000,105066,95.51,0.325436,No-ADR,density
300,33.3,72,3.96,59,33000,21048,63.78,0.325436,No-ADR,density
100,60.0,72,3.96,59,11000,7866,71.51,0.325436,No-ADR,density
1000,0.0,72,0.00,59,110000,62089,56.44,0.290568,ADR-AVG,density
300,33.3,72,7.92,59,33000,19497,59.08,0.839814,ADR-AVG,density
1000,0.0,72,0.00,59,110000,82784,75.26,0.331172,ADR-Lite,density
100,60.0,72,7.92,59,11000,6347,57.70,0.938873,ADR-AVG,density
300,33.3,72,7.92,59,33000,23958,72.60,0.486024,ADR-Lite,density
1000,0.0,72,0.00,59,110000,63661,57.87,0.224597,ADR-MAX,density
1000,0.0,72,0.00,59,110000,44770,40.70,0.325436,No-ADR,density
100,60.0,72,7.92,59,11000,7877,71.61,0.504241,ADR-Lite,density
300,33.3,72,7.92,59,33000,19557,59.26,0.880956,ADR-MAX,density
1000,0.0,72,3.96,59,110000,64739,58.85,0.286109,ADR-AVG,density
100,60.0,72,7.92,59,11000,6366,57.87,0.997898,ADR-MAX,density
1000,0.0,72,3.96,59,110000,82527,75.02,0.234103,ADR-Lite,density
300,33.3,72,7.92,59,33000,21106,63.96,0.325436,No-ADR,density
300,60.0,72,0.00,59,33000,19303,58.49,0.829990,ADR-AVG,density
100,60.0,72,7.92,59,11000,7692,69.93,0.325436,No-ADR,density
1000,0.0,72,3.96,59,110000,66031,60.03,0.198349,ADR-MAX,density
300,60.0,72,0.00,59,33000,24736,74.96,0.452614,ADR-Lite,density
1000,0.0,72,3.96,59,110000,49493,44.99,0.325436,No-ADR,density
