NumDevices,MobilitySpeed,TrafficInterval,Sigma,RunNumber,TotalPackets,SuccessfulPackets,PDR_Percent,AvgEnergy_mJ,alg,scenario
200,0.0,145,0.00,59,22000,20527,93.30,0.162980,ADR-AVG,density
200,0.0,145,0.00,59,22000,21227,96.49,0.139932,ADR-Lite,density
1000,0.0,72,7.92,59,110000,66556,60.51,0.250878,ADR-AVG,density
300,60.0,72,0.00,59,33000,19347,58.63,0.879552,ADR-MAX,density
200,0.0,145,0.00,59,22000,20550,93.41,0.134656,ADR-MAX,density
1000,0.0,72,7.92,59,110000,81053,73.68,0.205977,ADR-Lite,density
300,60.0,72,0.00,59,33000,20757,62.90,0.325436,No-ADR,density
200,0.0,145,0.00,59,22000,19580,89.00,0.325436,No-ADR,density
1000,0.0,72,7.92,59,110000,67580,61.44,0.177301,ADR-MAX,density
300,60.0,72,3.96,59,33000,19367,58.69,0.860807,ADR-AVG,density
200,0.0,145,3.96,59,22000,20275,92.16,0.163152,ADR-AVG,density
1000,0.0,72,7.92,59,110000,57081,51.89,0.325436,No-ADR,density
300,60.0,72,3.96,59,33000,24534,74.35,0.469120,ADR-Lite,density
100,0.0,145,0.00,59,11000,10869,98.81,0.156817,ADR-AVG,density
200,0.0,145,3.96,59,22000,20800,94.55,0.142252,ADR-Lite,density
200,0.0,145,3.96,59,22000,20277,92.17,0.135100,ADR-MAX,density
100,0.0,145,0.00,59,11000,10922,99.29,0.134830,ADR-Lite,density
300,60.0,72,3.96,59,33000,19398,58.78,0.877517,ADR-MAX,density
300,60.0,72,3.96,59,33000,20873,63.25,0.325436,No-ADR,density
200,0.0,145,3.96,59,22000,19932,90.60,0.325436,No-ADR,density
100,0.0,145,0.00,59,11000,10871,98.83,0.131111,ADR-MAX,density
300,60.0,72,7.92,59,33000,19087,57.84,0.846090,ADR-AVG,density
100,0.0,145,0.00,59,11000,10010,91.00,0.325436,No-ADR,density
200,0.0,145,7.92,59,22000,18840,85.64,0.168565,ADR-AVG,density
