NumDevices,MobilitySpeed,TrafficInterval,Sigma,RunNumber,TotalPackets,SuccessfulPackets,PDR_Percent,AvgEnergy_mJ,alg,scenario
1000,0.0,72,7.92,38,110000,57081,51.89,0.325436,No-ADR,density
100,0.0,145,0.00,38,11000,10869,98.81,0.156817,ADR-AVG,density
100,0.0,145,0.00,38,11000,10922,99.29,0.134830,ADR-Lite,density
100,0.0,145,0.00,38,11000,10871,98.83,0.131111,ADR-MAX,density
100,0.0,145,0.00,38,11000,10010,91.00,0.325436,No-ADR,density
100,0.0,145,3.96,38,11000,10648,96.80,0.157752,ADR-AVG,density
100,0.0,145,3.96,38,11000,10712,97.38,0.136925,ADR-Lite,density
100,0.0,145,3.96,38,11000,10647,96.79,0.131847,ADR-MAX,density
100,0.0,145,3.96,38,11000,10186,92.60,0.325436,No-ADR,density
100,0.0,145,7.92,38,11000,9764,88.76,0.164410,ADR-AVG,density
100,0.0,145,7.92,38,11000,9881,89.83,0.147124,ADR-Lite,density
100,0.0,145,7.92,38,11000,9765,88.77,0.135984,ADR-MAX,density
100,0.0,145,7.92,38,11000,10120,92.00,0.325436,No-ADR,density
100,0.0,3600,0.00,38,11000,10999,99.99,0.154694,ADR-AVG,density
100,0.0,3600,0.00,38,11000,10999,99.99,0.132907,ADR-Lite,density
100,0.0,3600,0.00,38,11000,10999,99.99,0.129932,ADR-MAX,density
100,0.0,3600,0.00,38,11000,11000,100.00,0.325436,No-ADR,density
100,0.0,3600,3.96,38,11000,10758,97.80,0.156151,ADR-AVG,density
100,0.0,3600,3.96,38,11000,10777,97.97,0.135275,ADR-Lite,density
100,0.0,3600,3.96,38,11000,10758,97.80,0.130834,ADR-MAX,density
100,0.0,3600,3.96,38,11000,10994,99.95,0.325436,No-ADR,density
100,0.0,3600,7.92,38,11000,9841,89.46,0.162789,ADR-AVG,density
100,0.0,3600,7.92,38,11000,9927,90.25,0.145741,ADR-Lite,density
100,0.0,3600,7.92,38,11000,9837,89.43,0.135103,ADR-MAX,density
100,0.0,3600,7.92,38,11000,10690,97.18,0.325436,No-ADR,density
100,0.0,72,0.00,38,11000,10638,96.71,0.160146,ADR-AVG,density
100,0.0,72,0.00,38,11000,10801,98.19,0.137093,ADR-Lite,density
100,0.0,72,0.00,38,11000,10647,96.79,0.132586,ADR-MAX,density
100,0.0,72,0.00,38,11000,9240,84.00,0.325436,No-ADR,density
100,0.0,72,3.96,38,11000,10362,94.20,0.161265,ADR-AVG,density
100,0.0,72,3.96,38,11000,10544,95.85,0.140103,ADR-Lite,density
100,0.0,72,3.96,38,11000,10366,94.24,0.133812,ADR-MAX,density
100,0.0,72,3.96,38,11000,9514,86.49,0.325436,No-ADR,density
100,0.0,72,7.92,38,11000,9533,86.66,0.167340,ADR-AVG,density
100,0.0,72,7.92,38,11000,9741,88.55,0.149880,ADR-Lite,density
100,0.0,72,7.92,38,11000,9539,86.72,0.137649,ADR-MAX,density
100,0.0,72,7.92,38,11000,9600,87.27,0.325436,No-ADR,density
100,33.3,145,0.00,38,11000,6577,59.79,0.922219,ADR-AVG,density
100,33.3,145,0.00,38,11000,8260,75.09,0.416219,ADR-Lite,density
100,33.3,145,0.00,38,11000,6566,59.69,0.944334,ADR-MAX,density
100,33.3,145,0.00,38,11000,7905,71.86,0.325436,No-ADR,density
100,33.3,145,3.96,38,11000,6637,60.34,0.896583,ADR-AVG,density
100,33.3,145,3.96,38,11000,8191,74.46,0.428248,ADR-Lite,density
100,33.3,145,3.96,38,11000,6627,60.25,0.921273,ADR-MAX,density
100,33.3,145,3.96,38,11000,7914,71.95,0.325436,No-ADR,density
100,33.3,145,7.92,38,11000,6554,59.58,0.927072,ADR-AVG,density
100,33.3,145,7.92,38,11000,7959,72.35,0.478058,ADR-Lite,density
100,33.3,145,7.92,38,11000,6554,59.58,0.953221,ADR-MAX,density
100,33.3,145,7.92,38,11000,7756,70.51,0.325436,No-ADR,density
100,33.3,72,0.00,38,11000,6692,60.84,0.945635,ADR-AVG,density
100,33.3,72,0.00,38,11000,8345,75.86,0.409138,ADR-Lite,density
100,33.3,72,0.00,38,11000,6686,60.78,0.917095,ADR-MAX,density
100,33.3,72,0.00,38,11000,7945,72.23,0.325436,No-ADR,density
100,33.3,72,3.96,38,11000,6700,60.91,0.909484,ADR-AVG,density
100,33.3,72,3.96,38,11000,8242,74.93,0.425430,ADR-Lite,density
100,33.3,72,3.96,38,11000,6680,60.73,0.923553,ADR-MAX,density
100,33.3,72,3.96,38,11000,7949,72.26,0.325436,No-ADR,density
100,33.3,72,7.92,38,11000,6574,59.76,0.944649,ADR-AVG,density
100,33.3,72,7.92,38,11000,8001,72.74,0.483329,ADR-Lite,density
100,33.3,72,7.92,38,11000,6571,59.74,0.958875,ADR-MAX,density
100,33.3,72,7.92,38,11000,7798,70.89,0.325436,No-ADR,density
100,60.0,145,0.00,38,11000,6325,57.50,0.948195,ADR-AVG,density
100,60.0,145,0.00,38,11000,8148,74.07,0.488669,ADR-Lite,density
100,60.0,145,0.00,38,11000,6328,57.53,0.972011,ADR-MAX,density
100,60.0,145,0.00,38,11000,7734,70.31,0.325436,No-ADR,density
100,60.0,145,3.96,38,11000,6353,57.75,0.977788,ADR-AVG,density
100,60.0,145,3.96,38,11000,8089,73.54,0.506269,ADR-Lite,density
100,60.0,145,3.96,38,11000,6350,57.73,0.975596,ADR-MAX,density
100,60.0,145,3.96,38,11000,7708,70.07,0.325436,No-ADR,density
100,60.0,145,7.92,38,11000,6310,57.36,0.995292,ADR-AVG,density
100,60.0,145,7.92,38,11000,7917,71.97,0.562150,ADR-Lite,density
100,60.0,145,7.92,38,11000,6313,57.39,0.988981,ADR-MAX,density
100,60.0,145,7.92,38,11000,7575,68.86,0.325436,No-ADR,density
100,60.0,72,0.00,38,11000,6396,58.15,0.960083,ADR-AVG,density
100,60.0,72,0.00,38,11000,8158,74.16,0.434010,ADR-Lite,density
100,60.0,72,0.00,38,11000,6390,58.09,0.999395,ADR-MAX,density
100,60.0,72,0.00,38,11000,7817,71.06,0.325436,No-ADR,density
100,60.0,72,3.96,38,11000,6446,58.60,0.977243,ADR-AVG,density
100,60.0,72,3.96,38,11000,8113,73.75,0.451267,ADR-Lite,density
100,60.0,72,3.96,38,11000,6439,58.54,0.976521,ADR-MAX,density
100,60.0,72,3.96,38,11000,7866,71.51,0.325436,No-ADR,density
100,60.0,72,7.92,38,11000,6347,57.70,0.938873,ADR-AVG,density
100,60.0,72,7.92,38,11000,7877,71.61,0.504241,ADR-Lite,density
100,60.0,72,7.92,38,11000,6366,57.87,0.997898,ADR-MAX,density
100,60.0,72,7.92,38,11000,7692,69.93,0.325436,No-ADR,density
200,0.0,145,0.00,38,22000,20527,93.30,0.162980,ADR-AVG,density
200,0.0,145,0.00,38,22000,21227,96.49,0.139932,ADR-Lite,density
200,0.0,145,0.00,38,22000,20550,93.41,0.134656,ADR-MAX,density
200,0.0,145,0.00,38,22000,19580,89.00,0.325436,No-ADR,density
200,0.0,145,3.96,38,22000,20275,92.16,0.163152,ADR-AVG,density
200,0.0,145,3.96,38,22000,20800,94.55,0.142252,ADR-Lite,density
200,0.0,145,3.96,38,22000,20277,92.17,0.135100,ADR-MAX,density
200,0.0,145,3.96,38,22000,19932,90.60,0.325436,No-ADR,density
200,0.0,145,7.92,38,22000,18840,85.64,0.168565,ADR-AVG,density
200,0.0,145,7.92,38,22000,19375,88.07,0.151336,ADR-Lite,density
200,0.0,145,7.92,38,22000,18832,85.60,0.138512,ADR-MAX,density
200,0.0,145,7.92,38,22000,19961,90.73,0.325436,No-ADR,density
200,0.0,3600,0.00,38,22000,21995,99.98,0.154767,ADR-AVG,density
200,0.0,3600,0.00,38,22000,21995,99.98,0.132974,ADR-Lite,density
200,0.0,3600,0.00,38,22000,21995,99.98,0.129969,ADR-MAX,density
200,0.0,3600,0.00,38,22000,22000,100.00,0.325436,No-ADR,density
200,0.0,3600,3.96,38,22000,21449,97.50,0.156424,ADR-AVG,density
200,0.0,3600,3.96,38,22000,21492,97.69,0.135673,ADR-Lite,density
200,0.0,3600,3.96,38,22000,21449,97.50,0.130986,ADR-MAX,density
200,0.0,3600,3.96,38,22000,21986,99.94,0.325436,No-ADR,density
200,0.0,3600,7.92,38,22000,19682,89.46,0.162722,ADR-AVG,density
200,0.0,3600,7.92,38,22000,19879,90.36,0.145457,ADR-Lite,density
200,0.0,3600,7.92,38,22000,19679,89.45,0.134839,ADR-MAX,density
200,0.0,3600,7.92,38,22000,21380,97.18,0.325436,No-ADR,density
200,0.0,72,0.00,38,22000,19447,88.40,0.174575,ADR-AVG,density
200,0.0,72,0.00,38,22000,20667,93.94,0.146409,ADR-Lite,density
200,0.0,72,0.00,38,22000,19543,88.83,0.139113,ADR-MAX,density
200,0.0,72,0.00,38,22000,17270,78.50,0.325436,No-ADR,density
200,0.0,72,3.96,38,22000,19159,87.09,0.174368,ADR-AVG,density
200,0.0,72,3.96,38,22000,20178,91.72,0.148618,ADR-Lite,density
200,0.0,72,3.96,38,22000,19253,87.51,0.139152,ADR-MAX,density
200,0.0,72,3.96,38,22000,17792,80.87,0.325436,No-ADR,density
200,0.0,72,7.92,38,22000,17915,81.43,0.177142,ADR-AVG,density
200,0.0,72,7.92,38,22000,18839,85.63,0.156984,ADR-Lite,density
200,0.0,72,7.92,38,22000,17968,81.67,0.142047,ADR-MAX,density
200,0.0,72,7.92,38,22000,18295,83.16,0.325436,No-ADR,density
200,33.3,145,0.00,38,22000,13436,61.07,0.864440,ADR-AVG,density
200,33.3,145,0.00,38,22000,16676,75.80,0.425628,ADR-Lite,density
200,33.3,145,0.00,38,22000,13426,61.03,0.880180,ADR-MAX,density
200,33.3,145,0.00,38,22000,15923,72.38,0.325436,No-ADR,density
200,33.3,145,3.96,38,22000,13369,60.77,0.912562,ADR-AVG,density
200,33.3,145,3.96,38,22000,16497,74.99,0.437593,ADR-Lite,density
200,33.3,145,3.96,38,22000,13371,60.78,0.881531,ADR-MAX,density
200,33.3,145,3.96,38,22000,15906,72.30,0.325436,No-ADR,density
200,33.3,145,7.92,38,22000,13187,59.94,0.912157,ADR-AVG,density
200,33.3,145,7.92,38,22000,15982,72.65,0.505536,ADR-Lite,density
200,33.3,145,7.92,38,22000,13194,59.97,0.892011,ADR-MAX,density
200,33.3,145,7.92,38,22000,15582,70.83,0.325436,No-ADR,density
200,33.3,72,0.00,38,22000,13523,61.47,0.861481,ADR-AVG,density
200,33.3,72,0.00,38,22000,16893,76.79,0.415773,ADR-Lite,density
200,33.3,72,0.00,38,22000,13528,61.49,0.866841,ADR-MAX,density
200,33.3,72,0.00,38,22000,15086,68.57,0.325436,No-ADR,density
200,33.3,72,3.96,38,22000,13500,61.36,0.845939,ADR-AVG,density
200,33.3,72,3.96,38,22000,16640,75.64,0.434308,ADR-Lite,density
200,33.3,72,3.96,38,22000,13506,61.39,0.888432,ADR-MAX,density
200,33.3,72,3.96,38,22000,15083,68.56,0.325436,No-ADR,density
200,33.3,72,7.92,38,22000,13233,60.15,0.879572,ADR-AVG,density
200,33.3,72,7.92,38,22000,16083,73.10,0.485905,ADR-Lite,density
200,33.3,72,7.92,38,22000,13270,60.32,0.895751,ADR-MAX,density
200,33.3,72,7.92,38,22000,14927,67.85,0.325436,No-ADR,density
200,60.0,145,0.00,38,22000,13041,59.28,0.941759,ADR-AVG,density
200,60.0,145,0.00,38,22000,16561,75.28,0.462120,ADR-Lite,density
200,60.0,145,0.00,38,22000,13036,59.25,0.938039,ADR-MAX,density
